ID,Name,FiscalYear,FiscalYearEnd,Revenue,USFEIN,SSN,InputAddressAL,InputAddressCity,InputAddressState,InputAddressZipCode,InputAddressCountry,NewInTY22,FinalInTY22,K1DueJune30,FromADVPF,ENableTaxSoftware,Website,ChainID,FDN_Category2,FDN_Country,FDN_Currency,FDN_EntityStructure,FDN_EntityType,FDN_GeographyType,FDN_Industry,FDN_Region,FDN_Strategy,FDN_Status
1173,Harris Management SARL,True,31-Dec,2394664,96-9170395,261-19-7237,5662 Spruce Ln,Manama,,42780,SA,Yes,No,No,No,No,https://www.harris-management-sarl.com,573,Fund-Related,SA,SAR,SARL,Organization,Domestic,Construction,Middle East,European Senior Loans,Active
1174,Schmidt Group Pvt Ltd,True,30-Sep,4330095,81-1884667,644-30-8413,1438 Spruce Ct,Stockholm,,95219,AT,Yes,No,Yes,Yes,No,https://www.schmidt-group-pvt-ltd.com,574,Deal-Related,AT,EUR,Private Company,Individual,International,eCommerce,Europe,European Senior Loans,Draft
1175,Harris Ventures SARL,True,31-Mar,2995360,78-6579577,330-61-8107,7601 Riverside Ct,Chicago,ID,62435,US,Yes,No,No,No,No,https://www.harris-ventures-sarl.com,575,Deal-Related,US,USD,SARL,Individual,International,Construction,North America,US Private Debt,Pending Validation
1176,Anderson Management Ltd,True,30-Sep,2826238,49-4889399,210-54-2955,9669 Cherry Blvd,Abu Dhabi,,75228,KW,No,No,Yes,Yes,No,https://www.anderson-management-ltd.com,576,Portfolio Company-Related,KW,KWD,Limited Company,Individual,Domestic,Finance,Middle East,Global Convertibles,Draft
1177,Müller Solutions SA,True,31-Dec,4699924,17-0128967,309-48-3460,2249 Sunset Ln,Vienna,,25726,NL,Yes,No,Yes,No,Yes,https://www.mller-solutions-sa.com,577,Fund-Related,NL,EUR,SA,Public Sector Undertaking,International,Software Development,Europe,US Private Debt,Draft
1178,Moreau Capital LLC,False,30-Sep,2202775,51-2289279,261-65-7982,5199 Washington Pl,Kuwait City,,39260,IL,No,Yes,Yes,Yes,No,https://www.moreau-capital-llc.com,578,Portfolio Company-Related,IL,ILS,LLC,Individual,Domestic,Construction,Middle East,Global Convertibles,Pending Validation
1179,Schmidt Partners Ltd,True,31-Mar,2685714,10-8136197,738-98-3288,1880 Pine St,Riyadh,,89140,BH,No,Yes,No,No,Yes,https://www.schmidt-partners-ltd.com,579,Portfolio Company-Related,BH,BHD,Limited Company,Individual,Domestic,Software Development,Middle East,US Private Debt,Active
1180,Schmidt Ventures Ltd,True,30-Sep,1743627,97-9257134,888-26-5426,5908 Park Pl,Stockholm,,58705,IE,Yes,Yes,Yes,Yes,Yes,https://www.schmidt-ventures-ltd.com,580,Portfolio Company-Related,IE,EUR,Limited Company,Private Company,International,Software Development,Europe,European Senior Loans,Active
1181,Jackson Holdings SARL,True,31-Dec,3455453,91-2954562,185-28-1134,4488 Main Ave,Brussels,,69168,BE,Yes,No,No,No,Yes,https://www.jackson-holdings-sarl.com,581,Portfolio Company-Related,BE,EUR,SARL,Public Sector Undertaking,Domestic,eCommerce,Europe,US Private Debt,Active
1182,Schmidt Investments Ltd,True,31-Mar,3523513,71-9917569,201-76-1490,5252 Cherry Pl,Tel Aviv,,61666,QA,No,Yes,No,No,No,https://www.schmidt-investments-ltd.com,582,Portfolio Company-Related,QA,QAR,Limited Company,Partnership,Domestic,eCommerce,Middle East,Global Convertibles,Active
1183,Thomas Holdings SARL,True,31-Dec,4344265,10-0213899,787-21-1809,9407 Center Blvd,Mexico City,,77070,MX,No,No,No,Yes,Yes,https://www.thomas-holdings-sarl.com,583,Portfolio Company-Related,MX,MXN,SARL,Private Company,Domestic,eCommerce,North America,US Private Debt,Draft
1184,Garcia Industries LLC,True,31-Dec,3610531,20-9593541,125-38-6943,1220 Hill Rd,Rome,,53152,IT,Yes,No,No,Yes,Yes,https://www.garcia-industries-llc.com,584,Deal-Related,IT,EUR,LLC,Private Company,Domestic,Healthcare,Europe,European Senior Loans,Draft
1185,Kowalski Group SARL,True,30-Jun,3023530,90-0156104,408-63-1654,8525 Sunset Blvd,Montevideo,,23751,VE,No,Yes,Yes,No,Yes,https://www.kowalski-group-sarl.com,585,Portfolio Company-Related,VE,VES,SARL,Corporation,Domestic,eCommerce,South America,Global Credit,Active
1186,Martin Holdings Ltd,True,31-Mar,1994782,92-9115069,636-73-2198,8262 Broad Ln,Santiago,,24764,VE,No,No,Yes,Yes,No,https://www.martin-holdings-ltd.com,586,Deal-Related,VE,VES,Limited Company,Organization,International,eCommerce,South America,US Private Debt,Active
1187,Müller Partners SA,False,31-Mar,3128430,63-1287561,194-42-0597,4817 Elm Pl,Tel Aviv,,63378,SA,No,No,No,No,Yes,https://www.mller-partners-sa.com,587,Deal-Related,SA,SAR,SA,Individual,International,Healthcare,Middle East,Global Convertibles,Active
1188,Lefevre Advisors Pvt Ltd,False,31-Dec,4330391,23-1751542,179-56-9882,5497 Oak Rd,Bogotá,,31333,VE,Yes,Yes,Yes,Yes,No,https://www.lefevre-advisors-pvt-ltd.com,588,Deal-Related,VE,VES,Private Company,Organization,Domestic,Software Development,South America,Global Credit,Draft
1189,White Ventures SA,False,30-Sep,1579291,27-5423167,809-60-3476,6284 Market Ln,Los Angeles,CT,83007,US,Yes,Yes,No,No,No,https://www.white-ventures-sa.com,589,Deal-Related,US,USD,SA,Public Sector Undertaking,International,Software Development,North America,European Senior Loans,Draft
1190,Silva Advisors SA,False,30-Jun,2706716,72-4845843,243-33-5154,7390 Willow St,Lima,,11256,EC,No,No,No,No,Yes,https://www.silva-advisors-sa.com,590,Deal-Related,EC,USD,SA,Partnership,Domestic,Construction,South America,European Senior Loans,Draft
1191,Taylor Ventures SARL,False,30-Sep,3173991,83-3794319,539-81-9121,431 Willow Ln,Dubai,,33647,SA,Yes,Yes,No,Yes,Yes,https://www.taylor-ventures-sarl.com,591,Portfolio Company-Related,SA,SAR,SARL,Partnership,International,eCommerce,Middle East,Global Convertibles,Active
1192,Anderson Enterprises SA,False,30-Sep,3142812,60-2112852,512-95-0097,7583 Cherry Ct,Dubai,,21096,BH,No,No,Yes,Yes,Yes,https://www.anderson-enterprises-sa.com,592,Fund-Related,BH,BHD,SA,Private Company,Domestic,eCommerce,Middle East,Global Credit,Draft
1193,Kowalski Ventures Ltd,False,30-Jun,1346360,71-4951651,864-53-1886,7674 Pine Blvd,Santiago,,98647,CL,No,Yes,No,Yes,No,https://www.kowalski-ventures-ltd.com,593,Portfolio Company-Related,CL,CLP,Limited Company,Partnership,International,Finance,South America,Global Convertibles,Active
1194,Brown Industries Pvt Ltd,True,30-Jun,2354934,66-8792411,635-88-2600,5963 Park Ln,Montevideo,,63578,AR,Yes,No,No,No,Yes,https://www.brown-industries-pvt-ltd.com,594,Portfolio Company-Related,AR,ARS,Private Company,Organization,Domestic,eCommerce,South America,Global Credit,Draft
1195,Anderson Solutions LLC,True,30-Sep,3505010,26-3972370,398-43-5161,6439 Highland Dr,Dublin,,45645,SE,Yes,Yes,No,No,No,https://www.anderson-solutions-llc.com,595,Deal-Related,SE,SEK,LLC,Individual,Domestic,Software Development,Europe,Global Credit,Active
1196,Johnson Holdings SARL,True,31-Mar,2682960,32-5748402,483-44-4115,2991 Cherry Way,Quito,,87803,UY,Yes,Yes,No,No,Yes,https://www.johnson-holdings-sarl.com,596,Deal-Related,UY,UYU,SARL,Individual,Domestic,eCommerce,South America,Global Convertibles,Active
1197,White Enterprises Ltd,False,31-Mar,3504720,27-1315798,612-54-0879,1601 Market Rd,Madrid,,54642,NL,No,No,No,Yes,No,https://www.white-enterprises-ltd.com,597,Portfolio Company-Related,NL,EUR,Limited Company,Individual,International,eCommerce,Europe,Global Credit,Pending Validation
1198,Garcia Ventures LLC,False,31-Mar,4122222,97-9663122,658-27-5268,3494 Maple Blvd,Lima,,18286,CO,No,Yes,No,Yes,Yes,https://www.garcia-ventures-llc.com,598,Fund-Related,CO,COP,LLC,Partnership,Domestic,Construction,South America,US Private Debt,Pending Validation
1199,Costa Industries LLC,True,31-Mar,4592109,49-7610197,390-58-9210,9930 Center Ave,Lima,,27911,EC,Yes,No,No,No,No,https://www.costa-industries-llc.com,599,Fund-Related,EC,USD,LLC,Private Company,Domestic,Software Development,South America,US Private Debt,Active
